P135_COMBO_TABLE3,PRODUCT,SERIAL_NUM,TRANS_SEQ,OPERATION,SBR,PART_NUM,BIRTH_DATE,EVENT_DATE,TEST_DATE,SPC_ID,OCCURRENCE,SEQ,TEST_SEQ_EVENT,STATE_NAME,HD_PHYS_PSN,DATA_ZONE,TRK_NUM,HD_LGC_PSN,HTR_DAC,HTR_DAC_REF,DELTA_DAC,TEST_ITERATION,CNTCT_TEST_STAGE,MODE,TRIP_MASK,NORM_AGC,NORM_AGC_REF,STRESSED_RRO,LOCAL_REF_RRO,DETECTOR1,DETECTOR2,DETECTOR3,DETECTOR4,DETECTOR5,DETECTOR6,AC_DETCR,AC_DETCR_REF,ACTIVE_HEATER,INACTIVE_HEATER_DAC,IPD_LATE_DTCT,LFACH_AMP,IPD5_FIT_LFACH,LRDED_STDEV,IPD5_FIT_LRDED,IPD5_FIT_DED
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,23,3,-57,1,MAIN,W,0,196,211,0.0216,0.0134,0.000,0.000,0.000,68.244,0.000,0.000,0.000,0.000,W,0,0.000,68.244,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,26,6,-54,2,MAIN,W,0,194,208,0.0199,0.0121,0.000,0.000,0.000,67.363,0.000,0.000,0.000,0.000,W,0,0.000,67.363,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,29,9,-51,3,MAIN,W,0,190,204,0.0200,0.0118,0.000,0.000,0.000,66.653,0.000,0.000,0.000,0.000,W,0,0.000,66.653,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,32,12,-48,4,MAIN,W,0,191,204,0.0204,0.0116,0.000,0.000,0.000,65.674,0.000,0.000,0.000,0.000,W,0,0.000,65.674,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,35,15,-45,5,MAIN,W,0,190,201,0.0186,0.0123,0.000,0.000,0.000,64.088,0.000,0.000,0.000,0.000,W,0,0.000,64.088,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,38,18,-42,6,MAIN,W,0,185,197,0.0203,0.0115,0.000,0.000,0.000,63.609,0.000,0.000,0.000,0.000,W,0,0.000,63.609,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,41,21,-39,7,MAIN,W,0,185,197,0.0201,0.0119,0.000,0.000,0.000,62.568,0.000,0.000,0.000,0.000,W,0,0.000,62.568,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,44,24,-36,8,MAIN,W,0,183,193,0.0201,0.0108,0.000,0.000,0.000,61.037,0.000,0.000,0.000,0.000,W,0,0.000,61.037,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,47,27,-33,9,MAIN,W,0,182,194,0.0206,0.0119,0.000,0.000,0.000,60.904,0.000,0.000,0.000,0.000,W,0,0.000,60.904,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,50,30,-30,10,MAIN,W,0,180,192,0.0205,0.0115,0.000,0.000,0.000,59.294,0.000,0.000,0.000,0.000,W,0,0.000,59.294,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,53,33,-27,11,MAIN,W,0,179,191,0.0208,0.0119,0.000,0.000,0.000,58.174,0.000,0.000,0.000,0.000,W,0,0.000,58.174,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,56,36,-24,12,MAIN,W,0,178,189,0.0205,0.0136,0.000,0.000,0.000,56.626,0.000,0.000,0.000,0.000,W,0,0.000,56.626,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,59,39,-21,13,MAIN,W,0,176,185,0.0206,0.0118,0.000,0.000,0.000,55.058,0.000,0.000,0.000,0.000,W,0,0.000,55.058,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,62,42,-18,14,MAIN,W,0,176,184,0.0207,0.0112,0.000,0.000,0.000,54.026,0.000,0.000,0.000,0.000,W,0,0.000,54.026,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,65,45,-15,15,MAIN,W,0,174,181,0.0212,0.0093,0.000,0.000,0.000,52.266,0.000,0.000,0.000,0.000,W,0,0.000,52.266,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,68,48,-12,16,MAIN,W,0,172,180,0.0211,0.0125,0.000,0.000,0.000,50.516,0.000,0.000,0.000,0.000,W,0,0.000,50.516,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,71,51,-9,17,MAIN,W,0,170,180,0.0197,0.0132,0.000,0.000,0.000,49.681,0.000,0.000,0.000,0.000,W,0,0.000,49.681,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,74,54,-6,18,MAIN,W,0,169,178,0.0208,0.0113,0.000,0.000,0.000,47.872,0.000,0.000,0.000,0.000,W,0,0.000,47.872,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,77,57,-3,19,MAIN,W,0,169,178,0.0198,0.0096,0.000,0.000,0.000,46.472,0.000,0.000,0.000,0.000,W,0,0.000,46.472,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,80,60,0,20,MAIN,W,0,170,176,0.0213,0.0117,0.000,0.000,0.000,46.726,0.000,0.000,0.000,0.000,W,0,0.000,46.726,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:04,140,28,1,4,PRODUCTION,0,16,129370,0,83,63,3,21,MAIN,W,8,167,172,0.0219,0.0123,0.000,0.000,0.000,47.694,0.000,0.000,0.000,0.000,W,0,0.000,47.694,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,20,0,-41,0,BSLN,W,0,208,218,0.0201,0.0106,0.000,0.000,0.000,68.553,0.000,0.000,0.000,0.000,W,0,0.000,68.553,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,23,3,-38,1,MAIN,W,0,210,219,0.0206,0.0113,0.000,0.000,0.000,67.020,0.000,0.000,0.000,0.000,W,0,0.000,67.020,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,26,6,-35,2,MAIN,W,0,206,218,0.0202,0.0119,0.000,0.000,0.000,65.852,0.000,0.000,0.000,0.000,W,0,0.000,65.852,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,29,9,-32,3,MAIN,W,0,204,215,0.0196,0.0125,0.000,0.000,0.000,64.920,0.000,0.000,0.000,0.000,W,0,0.000,64.920,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,32,12,-29,4,MAIN,W,0,201,213,0.0197,0.0136,0.000,0.000,0.000,63.270,0.000,0.000,0.000,0.000,W,0,0.000,63.270,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,35,15,-26,5,MAIN,W,0,200,210,0.0197,0.0122,0.000,0.000,0.000,61.607,0.000,0.000,0.000,0.000,W,0,0.000,61.607,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,38,18,-23,6,MAIN,W,0,200,210,0.0209,0.0121,0.000,0.000,0.000,60.142,0.000,0.000,0.000,0.000,W,0,0.000,60.142,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,41,21,-20,7,MAIN,W,0,199,208,0.0198,0.0095,0.000,0.000,0.000,58.930,0.000,0.000,0.000,0.000,W,0,0.000,58.930,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,44,24,-17,8,MAIN,W,0,198,207,0.0210,0.0114,0.000,0.000,0.000,56.766,0.000,0.000,0.000,0.000,W,0,0.000,56.766,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,47,27,-14,9,MAIN,W,0,197,206,0.0210,0.0120,0.000,0.000,0.000,54.822,0.000,0.000,0.000,0.000,W,0,0.000,54.822,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,50,30,-11,10,MAIN,W,0,195,205,0.0199,0.0128,0.000,0.000,0.000,53.615,0.000,0.000,0.000,0.000,W,0,0.000,53.615,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,53,33,-8,11,MAIN,W,0,193,203,0.0212,0.0113,0.000,0.000,0.000,51.127,0.000,0.000,0.000,0.000,W,0,0.000,51.127,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,56,36,-5,12,MAIN,W,0,193,201,0.0209,0.0123,0.000,0.000,0.000,48.902,0.000,0.000,0.000,0.000,W,0,0.000,48.902,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049951A,841,COMET,CMPM00SU-0,?,2023-03-31,2023-04-10 16:02:48,Apr 10 2023-15:53:09,131,29,1,5,PRODUCTION,0,16,129370,0,59,39,-2,13,MAIN,W,0,192,200,0.0203,0.0129,0.000,0.000,0.000,47.810,0.000,0.000,0.000,0.000,W,0,0.000,47.810,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,30,0,31,0,BSLN,H,0,173,199,0.0164,0.0114,0.000,0.000,0.000,35.209,0.000,0.000,0.000,0.000,R,0,0.000,35.209,33.906,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,32,2,33,1,MAIN,H,0,174,197,0.0186,0.0127,0.000,0.000,0.000,34.516,0.000,0.000,0.000,0.000,R,0,0.000,34.516,34.309,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,34,4,35,2,MAIN,H,0,171,198,0.0187,0.0136,0.000,0.000,0.000,33.562,0.000,0.000,0.000,0.000,R,0,0.000,33.562,34.677,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,36,6,37,3,MAIN,H,0,168,191,0.0163,0.0126,0.000,0.000,0.000,33.603,0.000,0.000,0.000,0.000,R,0,0.000,33.603,35.009,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,38,8,39,4,MAIN,H,0,169,192,0.0173,0.0136,0.000,0.000,0.000,34.281,0.000,0.000,0.000,0.000,R,0,0.000,34.281,35.305,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,40,10,41,5,MAIN,H,0,166,189,0.0161,0.0121,0.000,0.000,0.000,35.220,0.000,0.000,0.000,0.000,R,0,0.000,35.220,35.565,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,42,12,43,6,MAIN,H,0,166,190,0.0162,0.0111,0.000,0.000,0.000,37.099,0.000,0.000,0.000,0.000,R,0,0.000,37.099,35.789,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,44,14,45,7,MAIN,H,0,162,185,0.0175,0.0122,0.000,0.000,0.000,37.336,0.000,0.000,0.000,0.000,R,0,0.000,37.336,35.977,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,46,16,47,8,MAIN,H,0,162,182,0.0160,0.0111,0.000,0.000,0.000,37.878,0.000,0.000,0.000,0.000,R,0,0.000,37.878,36.129,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,48,18,49,9,MAIN,H,0,159,181,0.0168,0.0122,0.000,0.000,0.000,34.913,0.000,-0.241,0.000,0.000,R,0,0.000,34.913,36.246,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,50,20,51,10,MAIN,H,0,158,179,0.0176,0.0119,0.000,0.000,0.000,35.866,0.000,-0.086,0.000,0.000,R,0,0.000,35.866,36.326,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:42,301,24,1,1,PRODUCTION,0,16,128762,0,52,22,53,11,MAIN,H,0,157,180,0.0165,0.0115,0.000,0.000,0.000,36.124,0.000,-0.036,0.000,0.000,R,0,0.000,36.124,36.371,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,35,0,-45,0,BSLN,W,0,170,191,0.0197,0.0110,0.000,0.000,0.000,55.375,0.000,0.000,0.000,0.000,W,0,0.000,55.375,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,38,3,-42,1,MAIN,W,0,168,186,0.0208,0.0113,0.000,0.000,0.000,54.299,0.000,0.000,0.000,0.000,W,0,0.000,54.299,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,41,6,-39,2,MAIN,W,0,168,186,0.0218,0.0139,0.000,0.000,0.000,54.202,0.000,0.000,0.000,0.000,W,0,0.000,54.202,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,44,9,-36,3,MAIN,W,0,169,185,0.0188,0.0121,0.000,0.000,0.000,53.166,0.000,0.000,0.000,0.000,W,0,0.000,53.166,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,47,12,-33,4,MAIN,W,0,165,181,0.0204,0.0124,0.000,0.000,0.000,51.441,0.000,0.000,0.000,0.000,W,0,0.000,51.441,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,50,15,-30,5,MAIN,W,0,164,180,0.0191,0.0116,0.000,0.000,0.000,50.883,0.000,0.000,0.000,0.000,W,0,0.000,50.883,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,53,18,-27,6,MAIN,W,0,163,177,0.0186,0.0120,0.000,0.000,0.000,49.735,0.000,0.000,0.000,0.000,W,0,0.000,49.735,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,56,21,-24,7,MAIN,W,0,160,176,0.0199,0.0123,0.000,0.000,0.000,48.194,0.000,0.000,0.000,0.000,W,0,0.000,48.194,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,59,24,-21,8,MAIN,W,0,162,175,0.0190,0.0120,0.000,0.000,0.000,46.654,0.000,0.000,0.000,0.000,W,0,0.000,46.654,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,62,27,-18,9,MAIN,W,0,162,173,0.0194,0.0121,0.000,0.000,0.000,45.753,0.000,0.000,0.000,0.000,W,0,0.000,45.753,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,65,30,-15,10,MAIN,W,0,159,173,0.0178,0.0119,0.000,0.000,0.000,43.712,0.000,0.000,0.000,0.000,W,0,0.000,43.712,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,68,33,-12,11,MAIN,W,0,161,172,0.0193,0.0102,0.000,0.000,0.000,41.357,0.000,0.000,0.000,0.000,W,0,0.000,41.357,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,71,36,-9,12,MAIN,W,0,159,169,0.0194,0.0104,0.000,0.000,0.000,39.573,0.000,0.000,0.000,0.000,W,0,0.000,39.573,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,74,39,-6,13,MAIN,W,0,159,169,0.0199,0.0116,0.000,0.000,0.000,36.260,0.000,0.000,0.000,0.000,W,0,0.000,36.260,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,77,42,-3,14,MAIN,W,0,156,166,0.0184,0.0120,0.000,0.000,0.000,31.825,0.000,0.000,0.000,0.000,W,0,0.000,31.825,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,80,45,0,15,MAIN,W,0,155,166,0.0202,0.0132,0.000,0.000,0.000,28.553,0.000,0.000,0.000,0.000,W,0,0.000,28.553,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:52,101,26,1,2,PRODUCTION,0,16,128762,0,83,48,3,16,MAIN,W,8,153,163,0.0207,0.0118,0.000,0.000,0.000,37.389,0.000,0.000,0.000,0.000,W,0,0.000,37.389,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:56,302,27,1,3,PRODUCTION,0,16,128762,0,30,0,-22,0,BSLN,H,0,173,201,0.0208,0.0142,0.000,0.000,0.000,35.024,0.000,0.000,0.000,0.000,R,0,0.000,35.024,36.087,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:56,302,27,1,3,PRODUCTION,0,16,128762,0,32,2,-20,1,MAIN,H,0,172,199,0.0197,0.0117,0.000,0.000,0.000,34.729,0.000,0.000,0.000,0.000,R,0,0.000,34.729,34.697,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:56,302,27,1,3,PRODUCTION,0,16,128762,0,34,4,-18,2,MAIN,H,0,172,195,0.0202,0.0121,0.000,0.000,0.000,33.552,0.000,0.000,0.000,0.000,R,0,0.000,33.552,33.459,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:56,302,27,1,3,PRODUCTION,0,16,128762,0,36,6,-16,3,MAIN,H,0,171,193,0.0201,0.0120,0.000,0.000,0.000,33.255,0.000,0.000,0.000,0.000,R,0,0.000,33.255,32.372,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B049952G,4805,COMET,CMPM00SU-0,?,2023-03-31,2023-04-12 22:51:25,Apr 12 2023-22:41:56,302,27,1,3,PRODUCTION,0,16,128762,0,38,8,-14,4,MAIN,H,0,167,190,0.0201,0.0110,0.000,0.000,0.000,32.313,0.000,0.000,0.000,0.000,R,0,0.000,32.313,31.436,0.000,0.000,0.000
