P135_COMBO_TABLE3,PRODUCT,SERIAL_NUM,TRANS_SEQ,OPERATION,SBR,PART_NUM,BIRTH_DATE,EVENT_DATE,TEST_DATE,SPC_ID,OCCURRENCE,SEQ,TEST_SEQ_EVENT,STATE_NAME,HD_PHYS_PSN,DATA_ZONE,TRK_NUM,HD_LGC_PSN,HTR_DAC,HTR_DAC_REF,DELTA_DAC,TEST_ITERATION,CNTCT_TEST_STAGE,MODE,TRIP_MASK,NORM_AGC,NORM_AGC_REF,STRESSED_RRO,LOCAL_REF_RRO,DETECTOR1,DETECTOR2,DETECTOR3,DETECTOR4,DETECTOR5,DETECTOR6,AC_DETCR,AC_DETCR_REF,ACTIVE_HEATER,INACTIVE_HEATER_DAC,IPD_LATE_DTCT,LFACH_AMP,IPD5_FIT_LFACH,LRDED_STDEV,IPD5_FIT_LRDED,IPD5_FIT_DED
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:32,301,24,1,1,PRODUCTION,0,16,128154,0,30,0,31,0,BSLN,H,0,187,216,0.0223,0.0121,0.000,0.000,0.000,42.875,0.000,0.000,0.000,0.000,R,0,0.000,42.875,42.875,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:32,301,24,1,1,PRODUCTION,0,16,128154,0,32,2,33,1,MAIN,H,0,187,213,0.0218,0.0117,0.000,0.000,0.000,42.739,0.000,0.000,0.000,0.000,R,0,0.000,42.739,42.739,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:32,301,24,1,1,PRODUCTION,0,16,128154,0,34,4,35,2,MAIN,H,0,183,213,0.0208,0.0128,0.000,0.000,0.000,42.911,0.000,0.000,0.000,0.000,R,0,0.000,42.911,42.911,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:32,301,24,1,1,PRODUCTION,0,16,128154,0,36,6,37,3,MAIN,H,0,183,211,0.0218,0.0124,0.000,0.000,0.000,44.676,0.000,0.000,0.000,0.000,R,0,0.000,44.676,44.676,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:32,301,24,1,1,PRODUCTION,0,16,128154,0,38,8,39,4,MAIN,H,0,180,208,0.0203,0.0105,0.000,0.000,0.000,47.118,0.000,0.000,0.000,0.000,R,0,0.000,47.118,47.118,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:32,301,24,1,1,PRODUCTION,0,16,128154,0,40,10,41,5,MAIN,H,0,177,206,0.0208,0.0110,0.000,0.000,0.000,49.008,0.000,0.000,0.000,0.000,R,0,0.000,49.008,49.008,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:32,301,24,1,1,PRODUCTION,0,16,128154,0,42,12,43,6,MAIN,H,0,176,204,0.0207,0.0123,0.000,0.000,0.000,48.516,0.000,0.000,0.000,0.000,R,0,0.000,48.516,48.516,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:32,301,24,1,1,PRODUCTION,0,16,128154,0,44,14,45,7,MAIN,H,0,175,202,0.0202,0.0113,0.000,0.000,0.000,51.075,0.000,0.000,0.000,0.000,R,0,0.000,51.075,51.075,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,35,0,-72,0,BSLN,W,0,182,206,0.0225,0.0117,0.000,0.000,0.000,65.604,0.000,0.000,0.000,0.000,W,0,0.000,65.604,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,38,3,-69,1,MAIN,W,0,179,203,0.0223,0.0111,0.000,0.000,0.000,64.481,0.000,0.000,0.000,0.000,W,0,0.000,64.481,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,41,6,-66,2,MAIN,W,0,177,200,0.0219,0.0119,0.000,0.000,0.000,65.439,0.000,0.000,0.000,0.000,W,0,0.000,65.439,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,44,9,-63,3,MAIN,W,0,175,198,0.0217,0.0110,0.000,0.000,0.000,66.414,0.000,0.000,0.000,0.000,W,0,0.000,66.414,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,47,12,-60,4,MAIN,W,0,173,196,0.0207,0.0101,0.000,0.000,0.000,65.401,0.000,0.000,0.000,0.000,W,0,0.000,65.401,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,50,15,-57,5,MAIN,W,0,171,196,0.0216,0.0125,0.000,0.000,0.000,64.565,0.000,0.000,0.000,0.000,W,0,0.000,64.565,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,53,18,-54,6,MAIN,W,0,170,193,0.0223,0.0101,0.000,0.000,0.000,63.763,0.000,0.000,0.000,0.000,W,0,0.000,63.763,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,56,21,-51,7,MAIN,W,0,168,189,0.0223,0.0114,0.000,0.000,0.000,61.269,0.000,0.000,0.000,0.000,W,0,0.000,61.269,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,59,24,-48,8,MAIN,W,0,167,189,0.0219,0.0135,0.000,0.000,0.000,60.788,0.000,0.000,0.000,0.000,W,0,0.000,60.788,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,62,27,-45,9,MAIN,W,0,167,187,0.0215,0.0132,0.000,0.000,0.000,60.322,0.000,0.000,0.000,0.000,W,0,0.000,60.322,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,65,30,-42,10,MAIN,W,0,165,186,0.0210,0.0114,0.000,0.000,0.000,57.756,0.000,0.000,0.000,0.000,W,0,0.000,57.756,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,68,33,-39,11,MAIN,W,0,164,184,0.0216,0.0113,0.000,0.000,0.000,56.519,0.000,0.000,0.000,0.000,W,0,0.000,56.519,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,71,36,-36,12,MAIN,W,0,163,182,0.0223,0.0124,0.000,0.000,0.000,55.264,0.000,0.000,0.000,0.000,W,0,0.000,55.264,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,74,39,-33,13,MAIN,W,0,161,178,0.0217,0.0131,0.000,0.000,0.000,50.908,0.000,0.000,0.000,0.000,W,0,0.000,50.908,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,77,42,-30,14,MAIN,W,0,161,178,0.0218,0.0112,0.000,0.000,0.000,48.467,0.000,0.000,0.000,0.000,W,0,0.000,48.467,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,80,45,-27,15,MAIN,W,0,159,176,0.0205,0.0118,0.000,0.000,0.000,47.173,0.000,0.000,0.000,0.000,W,0,0.000,47.173,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,83,48,-24,16,MAIN,W,0,159,175,0.0208,0.0108,0.000,0.000,0.000,44.408,0.000,0.000,0.000,0.000,W,0,0.000,44.408,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,86,51,-21,17,MAIN,W,0,158,174,0.0202,0.0110,0.000,0.000,0.000,41.185,0.000,0.000,0.000,0.000,W,0,0.000,41.185,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,89,54,-18,18,MAIN,W,0,156,169,0.0218,0.0126,0.000,0.000,0.000,38.750,0.000,0.000,0.000,0.000,W,0,0.000,38.750,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,92,57,-15,19,MAIN,W,0,157,169,0.0213,0.0115,0.000,0.000,0.000,35.040,0.000,0.000,0.000,0.000,W,0,0.000,35.040,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,95,60,-12,20,MAIN,W,0,155,167,0.0209,0.0128,0.000,0.000,0.000,31.725,0.000,0.000,0.000,0.000,W,0,0.000,31.725,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,98,63,-9,21,MAIN,W,0,155,166,0.0193,0.0109,0.000,0.000,0.000,25.404,0.000,0.000,0.000,0.000,W,0,0.000,25.404,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,101,66,-6,22,MAIN,W,0,155,165,0.0211,0.0118,0.000,0.000,0.000,17.048,0.000,0.000,0.000,0.000,W,0,0.000,17.048,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,104,69,-3,23,MAIN,W,0,154,165,0.0213,0.0127,0.000,0.000,0.000,13.498,0.000,0.000,0.000,0.000,W,0,0.000,13.498,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,107,72,0,24,MAIN,W,0,153,163,0.0202,0.0132,0.000,0.000,0.000,13.585,0.000,0.000,0.000,0.000,W,0,0.000,13.585,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:42,101,26,1,2,PRODUCTION,0,16,128154,0,110,75,3,25,MAIN,W,8,153,162,0.0217,0.0129,0.000,0.000,0.000,23.985,0.000,0.000,0.000,0.000,W,0,0.000,23.985,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,30,0,-34,0,BSLN,H,0,188,215,0.0216,0.0111,0.000,0.000,0.000,42.627,0.000,0.000,0.000,0.000,R,0,0.000,42.627,46.285,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,32,2,-32,1,MAIN,H,0,185,212,0.0233,0.0136,0.000,0.000,0.000,42.351,0.000,0.000,0.000,0.000,R,0,0.000,42.351,44.877,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,34,4,-30,2,MAIN,H,0,185,211,0.0228,0.0124,0.000,0.000,0.000,42.800,0.000,0.000,0.000,0.000,R,0,0.000,42.800,43.459,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,36,6,-28,3,MAIN,H,0,180,207,0.0231,0.0111,0.000,0.000,0.000,43.102,0.000,0.000,0.000,0.000,R,0,0.000,43.102,42.033,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,38,8,-26,4,MAIN,H,0,180,208,0.0218,0.0108,0.000,0.000,0.000,42.773,0.000,0.000,0.000,0.000,R,0,0.000,42.773,40.597,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,40,10,-24,5,MAIN,H,0,179,206,0.0225,0.0110,0.000,0.000,0.000,41.784,0.000,0.000,0.000,0.000,R,0,0.000,41.784,39.152,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,42,12,-22,6,MAIN,H,0,175,202,0.0237,0.0134,0.000,0.000,0.000,41.361,0.000,0.000,0.000,0.000,R,0,0.000,41.361,37.698,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,44,14,-20,7,MAIN,H,0,175,201,0.0227,0.0090,0.000,0.000,0.000,40.735,0.000,0.000,0.000,0.000,R,0,0.000,40.735,36.235,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,46,16,-18,8,MAIN,H,0,173,200,0.0229,0.0121,0.000,0.000,0.000,37.419,0.000,0.000,0.000,0.000,R,0,0.000,37.419,34.762,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,48,18,-16,9,MAIN,H,0,172,197,0.0211,0.0102,0.000,0.000,0.000,34.187,0.000,-0.176,0.000,0.000,R,0,0.000,34.187,33.281,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,50,20,-14,10,MAIN,H,0,169,197,0.0208,0.0112,0.000,0.000,0.000,31.315,0.000,-0.085,0.000,0.000,R,0,0.000,31.315,31.790,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,52,22,-12,11,MAIN,H,0,168,195,0.0217,0.0112,0.000,0.000,0.000,27.493,0.000,-0.088,0.000,0.000,R,0,0.000,27.493,30.290,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,54,24,-10,12,MAIN,H,0,167,192,0.0221,0.0116,0.000,0.000,0.000,26.118,0.000,0.269,0.000,0.000,R,0,0.000,26.118,28.781,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,56,26,-8,13,MAIN,H,0,164,192,0.0213,0.0103,0.000,0.000,0.000,24.104,0.000,0.318,0.000,0.000,R,0,0.000,24.104,27.263,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,58,28,-6,14,MAIN,H,0,163,188,0.0209,0.0107,0.000,0.000,0.000,21.994,0.000,0.318,0.000,0.000,R,0,0.000,21.994,25.735,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,60,30,-4,15,MAIN,H,0,162,188,0.0220,0.0122,0.000,0.000,0.000,20.552,0.000,0.348,0.000,0.000,R,0,0.000,20.552,24.199,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,62,32,-2,16,MAIN,H,0,163,187,0.0211,0.0132,0.000,0.000,0.000,20.416,0.000,0.404,0.000,0.000,R,0,0.000,20.416,22.653,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,64,34,0,17,MAIN,H,0,159,185,0.0206,0.0100,0.000,0.000,0.000,21.560,0.000,0.442,0.000,0.000,R,0,0.000,21.560,21.098,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,66,36,2,18,MAIN,H,0,159,183,0.0208,0.0109,0.000,0.000,0.000,22.539,0.000,0.416,0.000,0.000,R,0,0.000,22.539,19.534,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:47,302,27,1,3,PRODUCTION,0,16,128154,0,68,38,4,19,MAIN,H,8,156,179,0.0215,0.0115,0.000,0.000,0.000,22.452,0.000,0.337,0.000,0.000,R,0,0.000,22.452,17.960,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,65,25,-57,0,BSLN,W,0,201,226,0.0227,0.0118,0.000,0.000,0.000,59.811,0.000,0.000,0.000,0.000,W,0,0.000,59.811,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,68,28,-54,1,MAIN,W,0,199,224,0.0219,0.0114,0.000,0.000,0.000,58.522,0.000,0.000,0.000,0.000,W,0,0.000,58.522,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,71,31,-51,2,MAIN,W,0,199,222,0.0223,0.0108,0.000,0.000,0.000,57.224,0.000,0.000,0.000,0.000,W,0,0.000,57.224,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,74,34,-48,3,MAIN,W,0,197,218,0.0214,0.0108,0.000,0.000,0.000,56.518,0.000,0.000,0.000,0.000,W,0,0.000,56.518,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,77,37,-45,4,MAIN,W,0,197,217,0.0205,0.0104,0.000,0.000,0.000,54.052,0.000,0.000,0.000,0.000,W,0,0.000,54.052,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,80,40,-42,5,MAIN,W,0,194,216,0.0218,0.0097,0.000,0.000,0.000,53.323,0.000,0.000,0.000,0.000,W,0,0.000,53.323,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,83,43,-39,6,MAIN,W,0,193,212,0.0210,0.0104,0.000,0.000,0.000,51.942,0.000,0.000,0.000,0.000,W,0,0.000,51.942,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,86,46,-36,7,MAIN,W,0,193,212,0.0208,0.0110,0.000,0.000,0.000,50.660,0.000,0.000,0.000,0.000,W,0,0.000,50.660,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,89,49,-33,8,MAIN,W,0,193,212,0.0212,0.0113,0.000,0.000,0.000,47.762,0.000,0.000,0.000,0.000,W,0,0.000,47.762,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,92,52,-30,9,MAIN,W,0,190,208,0.0210,0.0097,0.000,0.000,0.000,46.430,0.000,0.000,0.000,0.000,W,0,0.000,46.430,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,95,55,-27,10,MAIN,W,0,189,208,0.0204,0.0108,0.000,0.000,0.000,44.925,0.000,0.000,0.000,0.000,W,0,0.000,44.925,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,98,58,-24,11,MAIN,W,0,188,204,0.0211,0.0108,0.000,0.000,0.000,41.971,0.000,0.000,0.000,0.000,W,0,0.000,41.971,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,101,61,-21,12,MAIN,W,0,188,205,0.0204,0.0109,0.000,0.000,0.000,38.435,0.000,0.000,0.000,0.000,W,0,0.000,38.435,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,104,64,-18,13,MAIN,W,0,188,202,0.0212,0.0111,0.000,0.000,0.000,35.344,0.000,0.000,0.000,0.000,W,0,0.000,35.344,0.000,0.000,0.000,0.000
P135_COMBO_TABLE3,MARLIN,B047545R,2389,COMET,CMPM00SD-0,?,2023-03-31,2023-04-13 03:37:28,Apr 13 2023-03:27:59,140,28,1,4,PRODUCTION,0,16,128154,0,107,67,-15,14,MAIN,W,0,187,201,0.0194,0.0101,0.000,0.000,0.000,32.502,0.000,0.000,0.000,0.000,W,0,0.000,32.502,0.000,0.000,0.000,0.000
